Datetime,Global_active_power_sum,Global_reactive_power_sum,Global_intensity_sum,Sub_metering_1_sum,Sub_metering_2_sum,Sub_metering_3_sum,Voltage_mean
2006-12-16,40.30586664776008,1.1640666664888462,10361.600005626678,0.0,1092.0,9852.0,236.24376250758314
2006-12-17,113.01533339619637,7.533533344169458,28797.200023651123,4066.0,8374.0,26682.0,240.0870278146532
2006-12-18,73.46086665292582,5.393066676333547,18494.39999485016,2126.0,5242.0,28036.0,241.23169453938803
2006-12-19,55.539800033469994,5.0314000106106205,14188.000009536743,1678.0,15204.0,12394.0,241.9993123902215
2006-12-20,74.19159999638796,5.366600011661649,18626.000002861023,0.0,5296.0,28126.0,242.30806255340576
2006-12-21,57.22080001582702,4.805533342808485,14477.199999809265,3530.0,5246.0,20842.0,241.04054937243296
2006-12-22,78.04460000296434,6.230200021838148,19793.999958634377,6302.0,700.0,22262.0,241.18454853693643
2006-12-23,159.11286678016185,7.382333332921068,40400.79999256134,5338.0,850.0,29452.0,240.13607641855876
2006-12-24,85.00040004203717,4.996666674564282,22004.400059700012,3406.0,10164.0,13782.0,241.68743755552504
2006-12-25,91.43733328680197,8.009333349764347,22900.399954795837,13240.0,3924.0,11590.0,243.39993061489528
2006-12-26,131.13700014154117,5.503400010739764,32682.000073432922,2172.0,5066.0,29958.0,241.6254375881619
2006-12-27,50.9586667234699,5.9634000199536485,13010.39997792244,0.0,628.0,13952.0,243.76736096276179
2006-12-28,69.08793328950803,6.962533344328404,17528.400023937225,4414.0,8838.0,18352.0,243.26833324432374
2006-12-29,105.81306670208772,6.546466676021615,26701.600072145462,2504.0,10324.0,22658.0,240.87130562464395
2006-12-30,92.97673331946135,10.397600002090137,23848.39999961853,6144.0,15782.0,24960.0,240.5406883674802
2006-12-31,116.47320010364055,5.028400020798047,29374.79992711544,0.0,694.0,13004.0,239.8965763092041
2007-01-01,91.63346666445335,4.938866675520937,22800.800042271614,0.0,704.0,11760.0,240.12897924847073
2007-01-02,42.30786666770776,6.344733354945977,10696.39997792244,0.0,696.0,13124.0,241.9437778260973
2007-01-03,33.8018000031511,6.557600007702907,8680.400063753128,0.0,688.0,9530.0,243.55709020826552
2007-01-04,108.64706669251125,6.7434000057478745,27297.200073719025,2102.0,15194.0,21792.0,239.75029871198865
2007-01-05,90.44546663959821,5.7718000140041115,22709.200072050095,2966.0,758.0,15204.0,240.49576370451186
2007-01-06,50.2792666460077,6.406266695509355,13086.39996433258,2672.0,804.0,11356.0,239.6730556488037
2007-01-07,81.58733333845933,8.202466674894094,20974.000021457672,3974.0,16354.0,25620.0,240.90248601701524
2007-01-08,74.71200001339118,6.918933350592852,18868.800013780594,0.0,934.0,35094.0,239.57695133421157
2007-01-09,62.30180001755556,6.908266682550311,15900.799972295761,3376.0,8534.0,19580.0,240.48752085367838
2007-01-10,71.82666660149893,7.615066680560509,18310.40003156662,1542.0,8912.0,22024.0,241.0274512502882
2007-01-11,75.17313334941863,7.66733336734275,19176.000067710876,2756.0,4340.0,24830.0,241.15568740632798
2007-01-12,48.70986670355002,6.638000020260612,12410.399958968163,0.0,878.0,16552.0,241.5382084634569
2007-01-13,106.22713342060645,9.691200016190608,27224.79998278618,15612.0,5950.0,22682.0,239.2836110962762
2007-01-14,100.26053339938322,7.570666666949789,25810.799959778786,3554.0,8430.0,25950.0,238.8218485478977
2007-01-15,71.622600081563,5.828666675835848,18033.199932694435,2198.0,4478.0,30326.0,241.24090973536173
2007-01-16,56.21346666514874,6.180933354298274,14330.800013661385,4126.0,1288.0,13166.0,241.94475684695774
2007-01-17,94.92293328841528,6.691733347003659,23857.60005390644,7000.0,11474.0,32128.0,241.00525000890096
2007-01-18,60.71540006250143,5.923733349765341,15386.399951934814,0.0,672.0,26982.0,240.89359712600708
2007-01-19,49.34800003767013,5.6684000171720985,12603.599978089333,4206.0,660.0,14344.0,240.16094437705146
2007-01-20,104.45773327896993,7.9454000127812225,26922.400022506714,8648.0,10444.0,22880.0,238.8674722035726
2007-01-21,113.57540004750093,7.657866685589155,29349.200004577637,20692.0,11134.0,23198.0,238.96811815897624
2007-01-22,72.68313328325749,5.621400016049544,18303.20006251335,2108.0,5966.0,22722.0,241.6031319088406
2007-01-23,59.254666747152804,4.609333349888524,15151.200009703636,0.0,2128.0,10122.0,242.7625554614597
2007-01-24,99.59513323505719,5.935333336144685,25152.799978256226,6928.0,4960.0,23488.0,241.45769430796307
2007-01-25,53.2114665850997,4.805333349357048,13332.39996266365,2316.0,524.0,22478.0,243.42436129252116
2007-01-26,53.93240002195041,4.7634000064184265,13597.59999859333,2326.0,522.0,16476.0,242.77179175482857
2007-01-27,68.13573335607846,4.941400011753043,17135.600028157234,2340.0,7792.0,24748.0,241.61656951904297
2007-01-28,103.0068001533548,5.111733343203863,26286.800060987473,6932.0,7994.0,24090.0,240.30478818255884
2007-01-29,66.08879995147387,5.523200007528066,16672.000022411346,2246.0,588.0,30508.0,240.92959685855442
2007-01-30,56.92659996400277,6.0311333554486435,14481.20003247261,2246.0,2848.0,16298.0,241.84087484147813
2007-01-31,78.79173337469499,6.199600013097127,19939.999992132187,0.0,11900.0,30104.0,239.9211321512858
2007-02-01,60.82533331662417,5.008800015226006,15357.600009202957,2340.0,772.0,26290.0,240.3921389579773
2007-02-02,55.59120001643896,4.6514000049481785,14028.000013828278,0.0,712.0,22676.0,240.3343890508016
2007-02-03,134.32406673481066,8.194133337959647,34030.00001549721,9492.0,9146.0,35668.0,238.91019454532199
2007-02-04,119.86466670483351,6.216466681535045,30428.40005993843,6782.0,9194.0,28944.0,239.633333407508
2007-02-05,54.8426666940252,4.9076000103106105,13882.800027370453,1792.0,5128.0,15698.0,240.8103124724494
2007-02-06,42.449333340426286,4.752200005824367,10863.200014829636,2370.0,810.0,9034.0,241.26415962643094
2007-02-07,77.60059994359811,5.923600008711219,19559.99999475479,6598.0,7026.0,23972.0,241.14969447453817
2007-02-08,60.04713335633278,4.629866672679782,15115.199965000153,4452.0,732.0,20314.0,241.7973054462009
2007-02-09,54.00659995675087,5.268866676961382,13614.40002822876,0.0,6090.0,19540.0,241.74044451183744
2007-02-10,94.31093338032564,6.432466671119133,23914.800055742264,10142.0,5662.0,28810.0,240.03682635625202
2007-02-11,119.04093336462975,6.810466681172451,30317.20008611679,4860.0,9530.0,26228.0,239.50614585876465
2007-02-12,62.58700002779563,4.556800007944306,15850.000019311905,4454.0,798.0,23034.0,240.09849984910753
2007-02-13,47.151533315579094,4.489266674468914,11934.000007629395,0.0,5656.0,12512.0,241.16685418023005
2007-02-14,83.28906674236059,6.750200007483363,21067.60002708435,6590.0,7586.0,23158.0,240.37538876003688
2007-02-15,66.17820007155339,5.532133336613575,16762.40007710457,0.0,4726.0,28056.0,240.66922228071425
2007-02-16,56.75093328555425,5.056200012067953,14534.000012397766,2296.0,1718.0,17378.0,240.82094446818033
2007-02-17,69.23039998809496,7.965600020562609,17651.999963521957,3530.0,4452.0,14314.0,239.31603462431167
2007-02-18,127.65873349060615,8.517400005708138,32367.999948501587,12214.0,16006.0,26258.0,239.1708054754469
2007-02-19,72.88713322778543,5.88613335142533,18553.600031614304,3268.0,5800.0,26170.0,239.78958338631523
2007-02-20,104.99760018984476,6.238600003222625,26405.199979305267,4116.0,10382.0,19426.0,239.86544443766277
2007-02-21,69.09579995274544,6.329000017295281,17494.40002298355,7054.0,4664.0,23096.0,240.46096533669365
2007-02-22,112.31593340039254,4.5984666845450795,28388.399950027466,2818.0,8258.0,24502.0,238.62353978269786
2007-02-23,43.78266666084528,4.978133345767856,11017.200013041496,0.0,1006.0,21572.0,240.68596520953707
2007-02-24,23.83073336035013,4.073400005698204,6007.199994683266,0.0,726.0,7124.0,239.8631043434143
2007-02-25,16.72466664959987,3.7912000114719073,4211.1999979019165,0.0,658.0,3320.0,241.68154859542847
2007-02-26,18.94946669836839,3.609333336601655,4777.59999358654,0.0,662.0,5660.0,241.27359014087253
2007-02-27,17.270400037864842,3.773466677715381,4390.799995064735,0.0,628.0,3848.0,242.9442708651225
2007-02-28,17.359133350352447,3.7790666768948236,4401.999994754791,0.0,680.0,3946.0,242.15959010654026
2007-03-01,17.252133358518282,3.5876000079015893,4345.5999883413315,0.0,632.0,3960.0,241.3214027404785
2007-03-02,17.189600032567977,3.5669333395858605,4339.599989533424,0.0,680.0,3938.0,240.59159741931492
2007-03-03,27.304066661993662,4.499733342106143,6915.199977874756,0.0,694.0,9194.0,241.28808348973593
2007-03-04,69.68999996731678,5.85606666430831,17735.59999716282,2952.0,17422.0,18816.0,240.02979853947957
2007-03-05,88.67773340145747,6.865200009445349,22580.000007271767,11454.0,24218.0,20052.0,240.03090991973878
2007-03-06,41.54999996672074,6.204933346559604,10643.599989175797,0.0,3480.0,9400.0,240.9880693435669
2007-03-07,79.1735332608223,5.706666679059466,19972.800013184547,2152.0,9522.0,31026.0,240.32356260087755
2007-03-08,52.40440009832382,6.246800013134877,13435.599984169006,4360.0,6770.0,13310.0,240.6654236263699
2007-03-09,42.42039997080962,3.9746000062674285,10746.000012636185,2186.0,690.0,17262.0,240.88846543629964
2007-03-10,82.82373317927122,8.117600003754099,21144.799973249435,8260.0,10844.0,21958.0,239.80283348295424
2007-03-11,116.02120003849268,5.77913335164388,29150.000081539154,9620.0,6840.0,19000.0,240.00729169845582
2007-03-12,65.0222666874528,4.480733339240154,16497.99998140335,2806.0,5682.0,24706.0,240.55871524810792
2007-03-13,43.00479991237322,4.223933338373899,10960.399987697601,2700.0,7718.0,10646.0,240.8979653676351
2007-03-14,59.778799980382125,5.250733332584302,15170.400028467178,6970.0,960.0,17214.0,240.77729160520767
2007-03-15,62.82713334361712,5.310866676395138,15906.800011515617,0.0,6526.0,22072.0,240.28049310048422
2007-03-16,56.73513329923153,4.340266678482294,14378.000031471252,2212.0,9208.0,10740.0,239.5271318435669
2007-03-17,67.60300014515718,4.235600005462766,17124.800011396408,4416.0,718.0,24550.0,238.2246527671814
2007-03-18,79.03486657738685,8.048333351686598,20182.799978017807,13128.0,14738.0,11712.0,241.04781955083212
2007-03-19,71.75059998035431,4.8254666765530905,18092.000031471252,3296.0,5372.0,28236.0,240.49709032906426
2007-03-20,69.54093340436617,5.495666674400369,17715.600041389465,7490.0,5674.0,22510.0,240.81563901901245
2007-03-21,71.40306671013435,4.761000014096498,17963.199991226196,3730.0,8266.0,24670.0,240.98664585749307
2007-03-22,48.49926675061385,3.794200003768007,12162.399972558022,706.0,1472.0,20924.0,241.76352779600356
2007-03-23,43.633600025375685,3.9829333438227574,10954.80001950264,2254.0,1554.0,16738.0,241.64547911749946
2007-03-24,98.94766655266285,6.367466672758261,25065.599986553192,7414.0,11594.0,32764.0,239.70447225570678
2007-03-25,111.20413328707218,7.865733339140813,27980.799962997437,9260.0,7200.0,18716.0,240.03275870083934
2007-03-26,47.20273337364197,5.365533351153135,12047.199989795685,2176.0,688.0,18192.0,241.3368123372396
2007-03-27,36.838000070552035,5.057533343633016,9494.000013589859,0.0,6038.0,7394.0,240.60197930865817
2007-03-28,77.796600048244,6.550600018103918,19741.20000886917,2244.0,17054.0,27776.0,240.44461103015476
2007-03-29,53.01353321522474,6.623200014854471,13469.199998259544,2324.0,920.0,21448.0,240.5366874270969
2007-03-30,46.74646664559841,6.037600010757645,12066.000028848648,2188.0,936.0,16434.0,241.03922910690306
2007-03-31,116.98366681337356,7.716800010701021,29562.400025844574,5240.0,15414.0,35364.0,239.26077077653673
2007-04-01,92.86506665597359,6.751733344048262,23470.400005578995,9258.0,10802.0,39018.0,240.02448609670003
2007-04-02,65.35926664123933,5.811200010652343,16452.399968385696,3510.0,1940.0,33282.0,240.46011798646714
2007-04-03,54.760666677355765,5.625333342949549,13957.20001578331,7260.0,2084.0,15274.0,240.50495833290947
2007-04-04,68.39560002535582,5.743933345377445,17240.40002655983,6868.0,840.0,29496.0,240.3317847357856
2007-04-05,61.4692667817076,8.151266678671043,15815.600019693375,2172.0,8554.0,21046.0,241.17310407426623
2007-04-06,53.371333399415015,4.7738000092407065,13503.199986219406,0.0,10932.0,18332.0,241.18445127275254
2007-04-07,51.79746665507555,4.624333344772458,13146.00002527237,2254.0,6222.0,11846.0,240.3785903506809
2007-04-08,53.62719993591308,4.529400011648734,13593.199982762337,0.0,970.0,7090.0,240.34918060302735
2007-04-09,33.363999992609024,5.337000015502174,8566.799992203712,5334.0,1028.0,7602.0,240.55048610899183
2007-04-10,25.912133331596852,4.96466667453448,6760.399968862534,418.0,1484.0,5144.0,240.81370134353637
2007-04-11,29.582733278969922,6.4148666745672625,7541.999979496002,0.0,2224.0,12842.0,241.15482625961303
2007-04-12,17.9235333998998,4.927066676070293,4602.000004053116,0.0,1082.0,3636.0,240.25606262418958
2007-04-13,18.367400035758813,5.054666675627232,4732.799991846085,0.0,1116.0,3976.0,240.05048608779907
2007-04-14,18.47560005535682,5.18699999935925,4755.999992012978,0.0,1156.0,4016.0,240.3131459342109
2007-04-15,24.205466687182586,5.718133353193601,6297.200002670288,0.0,2052.0,5786.0,240.23668752246434
2007-04-16,31.746333381533624,6.202466682096323,8272.799993991852,1904.0,2610.0,9312.0,240.6571388138665
2007-04-17,40.79113332827886,7.2784666808942955,10629.59998512268,3064.0,778.0,12398.0,240.19566660987007
2007-04-18,33.27486665000518,5.507466685771942,8626.800004720688,3158.0,710.0,6860.0,240.1467780854967
2007-04-19,34.288599993288514,4.988666677971681,8800.800008177757,1466.0,3210.0,11496.0,240.4298402044508
2007-04-20,27.419333355625472,4.854866674914956,7185.199992060661,2138.0,720.0,6998.0,240.13289576636421
2007-04-21,55.788533382366104,7.088599997634689,14502.800039291382,13150.0,926.0,22258.0,239.21323615180123
2007-04-22,74.45713338553905,8.906466679275036,19262.799987912178,8528.0,4574.0,22204.0,239.60888164308335
2007-04-23,35.15219990685582,4.5213333452741304,9400.800012350082,2804.0,1012.0,12010.0,237.23564580281575
2007-04-24,34.403333281725644,4.508800011004011,9057.200021743774,2250.0,1054.0,13360.0,235.3449237505595
2007-04-25,42.138733367621896,5.491200012092789,11111.200009047985,0.0,2938.0,17624.0,234.94111110899183
2007-04-26,42.51553335587184,5.453533350676298,11300.400002002716,2648.0,3690.0,14326.0,234.78729858398438
2007-04-27,36.47773328125477,5.397600011155009,9540.000019550323,3544.0,1090.0,9512.0,235.21616665522257
2007-04-28,0.7579333414634069,0.0953333335618178,194.8000054359436,0.0,36.0,0.0,233.98619079589844
2007-04-30,14.0273999735713,2.3906000008185706,3731.599992632866,2428.0,1000.0,2262.0,234.8700347211626
2007-05-01,55.46193343202273,6.053600010400017,14611.199989676476,8010.0,1990.0,17092.0,234.67870145373874
2007-05-02,33.449533348033825,5.336399998515844,9047.599992156029,14.0,2980.0,7508.0,235.58207635879518
2007-05-03,36.34126667678356,5.031400018806258,9526.000031590462,3812.0,3450.0,15672.0,235.13488886091443
2007-05-04,33.270933368305364,5.824666681264838,8864.800004959106,4518.0,1076.0,7980.0,235.71019440756905
2007-05-05,52.10173333957791,5.80340000713865,13639.999972581863,5826.0,4986.0,22606.0,235.0350208600362
2007-05-06,70.07013331154982,6.077866673717896,18458.00003552437,6430.0,1898.0,20190.0,234.40965280532836
2007-05-07,54.78880000288288,5.630600005139907,14345.200005888939,1892.0,9870.0,18866.0,234.53697236378989
2007-05-08,59.64306669582923,6.053733344003558,15426.400010466576,9162.0,4022.0,17554.0,234.9062362882826
2007-05-09,55.52453340316812,6.116133337219556,14561.600020647049,6036.0,11262.0,18948.0,234.8737222565545
2007-05-10,23.59613336250186,5.610466667388876,6355.6000254154205,1892.0,1068.0,6522.0,235.79625702963935
2007-05-11,32.63846667930484,4.40320000872016,8719.599996209145,1852.0,982.0,12942.0,235.22975691689385
2007-05-12,48.05220008144776,6.972400014102459,12558.400063633919,4494.0,2150.0,20816.0,234.7229029337565
2007-05-13,54.491266660392284,7.355666669954856,14311.200017929077,7224.0,4828.0,17916.0,235.70870829688178
2007-05-14,48.92606668174267,9.951733363916476,13173.599965572357,6352.0,4834.0,11034.0,235.69006949530709
2007-05-15,30.146400029957295,3.7060666769742965,7872.000056028366,0.0,816.0,10636.0,235.61199312210084
2007-05-16,56.431466706097126,4.529800007616481,14606.800000309944,4426.0,11512.0,18154.0,235.26081267462837
2007-05-17,41.06053338100513,4.3729333409418665,10716.400027990341,2028.0,4146.0,15374.0,235.86845832400851
2007-05-18,54.38433333436648,5.708599998181065,14044.800021886826,6540.0,7826.0,16232.0,235.99459737141927
2007-05-19,47.64806666225195,5.59526668600738,12439.600002288818,9366.0,1060.0,14044.0,234.9447225994534
2007-05-20,65.61093341161808,6.2510666823635495,17111.59998512268,10840.0,3466.0,15222.0,235.3481180826823
2007-05-21,37.3353999654452,3.9093333460390567,9615.200005888939,0.0,936.0,18120.0,234.69190997017753
2007-05-22,37.76173333028952,4.297200014442206,9791.600007534027,1862.0,7932.0,7968.0,235.48057622909545
2007-05-23,48.83119996339083,5.529266678914428,12664.800032377243,1912.0,7584.0,16238.0,234.8124931441413
2007-05-24,38.47960000783205,4.518666671961546,9970.800007104874,1910.0,8232.0,9492.0,235.5460624800788
2007-05-25,53.80733336706956,5.819600003461043,14006.799997210503,16120.0,1172.0,13078.0,234.44720135794745
2007-05-26,50.408266729613146,5.80800002105534,13140.799982070923,4746.0,5508.0,17256.0,235.06988915337456
2007-05-27,71.79359995474418,7.329799999296665,18738.800059318542,8732.0,11068.0,20888.0,234.90843767589993
2007-05-28,54.582266701261204,5.036666688819726,14175.19999575615,9108.0,946.0,19172.0,234.90657631556192
2007-05-29,35.37799994250138,3.774800011391441,9236.799997448921,0.0,3814.0,8664.0,235.69434736039904
2007-05-30,53.66219997952382,4.901933342218399,13905.99999988079,4500.0,11896.0,15608.0,234.83139588038128
2007-05-31,31.285000002880892,4.319533351932963,8040.400022149086,1870.0,954.0,7104.0,235.09652801089817
2007-06-01,34.83060001134872,4.772733344386022,9024.400002241135,0.0,966.0,15328.0,235.32332165196507
2007-06-02,49.47873333692551,5.536933349942168,12885.199996232986,7942.0,2500.0,15266.0,234.46902770996093
2007-06-03,70.26753329734008,6.081933348129193,18296.400003671646,9970.0,15058.0,16668.0,234.76237490971883
2007-06-04,30.38726668904225,7.439733347917596,8128.000067591667,3170.0,1672.0,9066.0,234.74806931813558
2007-06-05,48.62973329722881,8.523066671565175,12859.600006103516,8968.0,2054.0,12896.0,234.69276382658217
2007-06-06,56.4546000589927,7.7020000132421655,14703.200015187263,6658.0,1658.0,23326.0,234.6216330458672
2007-06-07,32.83340001255274,5.744466669360796,8589.200040578842,1970.0,1398.0,7918.0,234.47880569034152
2007-06-08,71.60153341094653,7.657733339692156,18570.800004720688,5598.0,22880.0,22760.0,236.19744431177776
2007-06-09,35.327133346100645,7.555200015629331,9130.399983286858,1704.0,1192.0,13180.0,240.7054564493699
2007-06-10,44.69373330101371,7.969733349730571,11536.400025367737,8404.0,3848.0,11966.0,240.84428474638196
2007-06-11,26.488466695944467,6.487800015633305,6963.600004911423,0.0,974.0,10656.0,240.85675012800428
2007-06-12,30.62553338135282,7.21386665639778,8232.799986243248,3764.0,950.0,7796.0,240.2248957739936
2007-06-13,30.90906668230891,6.942000005518397,8114.399993062019,1914.0,1714.0,10432.0,240.39760423236424
2007-06-14,41.96946662440896,7.7232000158478815,10895.999989688396,6644.0,4294.0,14108.0,239.84778498543633
2007-06-15,32.98680000404517,8.392066672071815,8830.800005674362,4538.0,8022.0,9094.0,240.4643819914924
2007-06-16,67.25873342355092,10.251933332905173,17207.999979794025,6578.0,8996.0,22216.0,239.50169434017604
2007-06-17,64.90300013373296,7.993799999977152,16615.599981069565,8248.0,10076.0,17468.0,240.21918055216472
2007-06-18,22.615799982845783,6.026999997968475,5986.8000146746635,0.0,1058.0,8482.0,240.77620135413275
2007-06-19,28.078666673103967,6.266200005759796,7364.80001950264,1946.0,1070.0,8714.0,240.26925600818532
2007-06-20,35.80953332856298,7.57673333324492,9523.60002553463,3522.0,5176.0,10212.0,240.15616665946112
2007-06-21,26.898200028886396,7.418200017511845,7202.399991452694,1864.0,4800.0,7422.0,240.574944252438
2007-06-22,18.876466666658718,6.950866681958238,5205.200012087822,0.0,1902.0,6964.0,240.8356319003635
2007-06-23,15.918866664171219,6.437333337838451,4422.800009727478,0.0,1572.0,4804.0,240.31896539264255
2007-06-24,23.821866683165233,5.978733348846435,6358.000004410744,0.0,1582.0,6898.0,241.13221530914308
2007-06-25,35.740066696951786,6.575666673108936,9360.000041604042,3970.0,7242.0,9632.0,240.4222638130188
2007-06-26,31.496933359156053,6.080666668961445,8286.000021338463,1942.0,2668.0,10462.0,240.09450697369044
2007-06-27,49.36086666956544,6.899933349216978,12756.000019311905,5206.0,12902.0,14540.0,239.7584096484714
2007-06-28,43.18126667191585,7.248200022801757,11202.00001847744,0.0,8736.0,19082.0,239.42366669972736
2007-06-29,43.47326672524214,6.873133345196645,11346.400040388107,8726.0,1334.0,13594.0,240.18230025216553
2007-06-30,44.5104666908582,6.278466685737173,11438.000036239624,6098.0,1584.0,16752.0,240.01161104838053
2007-07-01,34.22213333795468,5.748266666010022,8872.40002822876,1938.0,1472.0,9380.0,240.0671528922187
2007-07-02,32.234400061269604,5.897466678544879,8431.999988436699,2036.0,10562.0,6890.0,240.67181256612142
2007-07-03,35.330400031308336,6.011266676833232,9304.400055408478,934.0,6428.0,9390.0,240.18693761825563
2007-07-04,33.44700003514687,8.444466678549846,8914.80004119873,4658.0,4436.0,11264.0,240.6596321635776
2007-07-05,35.24300004045168,8.223866687715054,9311.60005056858,5844.0,1540.0,7946.0,240.44444455040826
2007-07-06,35.65079999615749,7.311666673173507,9413.600017547607,5652.0,7126.0,8010.0,240.5994512134128
